,question,ques_id,reference_answer,student_answer,result,grade
102,"Ms. Teridann, a geologist, made a chart showing the scratch-test data for 3 minerals (Mineral X, Mineral Y, and Mineral Z). She wrote ""yes"" if the tool scratched the mineral and wrote ""no"" if it did not scratch it. Topaz is a mineral that cannot be scratched by a fingernail, a penny, or a paperclip. How hard is topaz compared to minerals X, Y, and Z? Explain how you know.",EM_16b,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,I know because a fingernail cannot be scratched the most.,irrelevant,1
103,"Ms. Teridann, a geologist, made a chart showing the scratch-test data for 3 minerals (Mineral X, Mineral Y, and Mineral Z). She wrote ""yes"" if the tool scratched the mineral and wrote ""no"" if it did not scratch it. Topaz is a mineral that cannot be scratched by a fingernail, a penny, or a paperclip. How hard is topaz compared to minerals X, Y, and Z? Explain how you know.",EM_16b,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,"Topaz is the hardest because none of them can scratch it but at least one them can scratch X, Y, Z.",correct,4
104,"Ms. Teridann, a geologist, made a chart showing the scratch-test data for 3 minerals (Mineral X, Mineral Y, and Mineral Z). She wrote ""yes"" if the tool scratched the mineral and wrote ""no"" if it did not scratch it. Topaz is a mineral that cannot be scratched by a fingernail, a penny, or a paperclip. How hard is topaz compared to minerals X, Y, and Z? Explain how you know.",EM_16b,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,Topaz would be the hardest because none of the tools could scratch it and at least one tool.,correct,4
105,"Ms. Teridann, a geologist, made a chart showing the scratch-test data for 3 minerals (Mineral X, Mineral Y, and Mineral Z). She wrote ""yes"" if the tool scratched the mineral and wrote ""no"" if it did not scratch it. Topaz is a mineral that cannot be scratched by a fingernail, a penny, or a paperclip. How hard is topaz compared to minerals X, Y, and Z? Explain how you know.",EM_16b,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,Topaz would be hardest because none of the tools could scratch it and at least one tool could scratch X Y Z.,correct,4
106,"Ms. Teridann, a geologist, made a chart showing the scratch-test data for 3 minerals (Mineral X, Mineral Y, and Mineral Z). She wrote ""yes"" if the tool scratched the mineral and wrote ""no"" if it did not scratch it. Topaz is a mineral that cannot be scratched by a fingernail, a penny, or a paperclip. How hard is topaz compared to minerals X, Y, and Z? Explain how you know.",EM_16b,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,It would be the hardest because none of the tools could scratch it.,correct,4
107,"Ms. Teridann, a geologist, made a chart showing the scratch-test data for 3 minerals (Mineral X, Mineral Y, and Mineral Z). She wrote ""yes"" if the tool scratched the mineral and wrote ""no"" if it did not scratch it. Topaz is a mineral that cannot be scratched by a fingernail, a penny, or a paperclip. How hard is topaz compared to minerals X, Y, and Z? Explain how you know.",EM_16b,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,"Topaz would be hardest because none of the tools could scratch it and at least one tool could scratch X, Y, and Z.",correct,4
108,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,EM_21a,Rub the minerals together and see which one scratches the other.,She can do a scratch test and see which one is harder.,partially_correct_incomplete,3
109,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,EM_21a,Rub the minerals together and see which one scratches the other.,Scratch one against the other.,correct,4
110,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,EM_21a,Rub the minerals together and see which one scratches the other.,Rub them together.,partially_correct_incomplete,3
111,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,EM_21a,Rub the minerals together and see which one scratches the other.,By scratching them.,partially_correct_incomplete,3
112,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,EM_21a,Rub the minerals together and see which one scratches the other.,Rubbing them together.,partially_correct_incomplete,3
113,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,EM_21a,Rub the minerals together and see which one scratches the other.,Scratch them together.,correct,4
114,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,EM_21a,Rub the minerals together and see which one scratches the other.,Scratch them against each other.,correct,4
115,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,EM_21a,Rub the minerals together and see which one scratches the other.,Use her fingernail.,irrelevant,1
116,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,EM_21a,Rub the minerals together and see which one scratches the other.,A rock scratch.,partially_correct_incomplete,3
117,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,EM_21a,Rub the minerals together and see which one scratches the other.,Use your fingernail.,partially_correct_incomplete,3
118,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,EM_21a,Rub the minerals together and see which one scratches the other.,Scratch the 2 together.,correct,4
119,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,EM_21a,Rub the minerals together and see which one scratches the other.,Scratch one against the other.,correct,4
120,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,EM_21a,Rub the minerals together and see which one scratches the other.,She can use her nail and penny.,irrelevant,1
121,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,EM_21a,Rub the minerals together and see which one scratches the other.,Scratch them together.,correct,4
122,Georgia found one brown mineral and one black mineral. How can she test them for hardness using only the 2 minerals (no tools)?,EM_21a,Rub the minerals together and see which one scratches the other.,Georgia could rub them together.,partially_correct_incomplete,3
